Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
28,Company Invited,1,15,Salaried,Male,3,6,Basic,3,Divorced,3,0,2,1,2,Executive,23299,0
30,Self Enquiry,1,15,Small Business,Male,4,5,Deluxe,3,Divorced,3,1,3,0,1,Manager,23734,0
36,Self Enquiry,2,15,Large Business,Male,4,4,Basic,3,Unmarried,3,0,5,0,2,Executive,23001,0
31,Self Enquiry,1,15,Salaried,Male,2,3,Standard,4,Married,2,0,3,0,0,Senior Manager,25648,0
24,Company Invited,1,15,Salaried,Male,2,4,Basic,4,Married,2,0,5,1,0,Executive,17694,0
19,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,2,0,3,0,1,Executive,17552,0
30,Self Enquiry,1,15,Small Business,Male,4,5,Deluxe,3,Married,3,1,3,1,2,Manager,23734,0
52,Self Enquiry,1,15,Salaried,Male,3,5,Standard,4,Divorced,7,0,3,1,2,Senior Manager,31168,0
23,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Divorced,3,0,2,1,1,Executive,21129,0
54,Self Enquiry,3,15,Small Business,Male,4,4,Super Deluxe,3,Married,7,0,3,1,1,AVP,30514,0
56,Self Enquiry,1,15,Small Business,Male,2,3,Super Deluxe,3,Divorced,1,0,4,0,0,AVP,26103,0
35,Self Enquiry,3,15,Large Business,Male,4,2,Deluxe,3,Married,3,0,1,0,3,Manager,25477,0
33,Self Enquiry,3,15,Small Business,Male,3,2,Deluxe,3,Divorced,3,0,5,0,1,Manager,24887,0
38,Self Enquiry,2,15,Salaried,Male,3,4,Deluxe,4,Married,4,0,3,1,2,Manager,22749,0
39,Self Enquiry,1,15,Small Business,Male,2,3,Deluxe,5,Married,2,0,4,1,0,Manager,20151,0
46,Self Enquiry,1,15,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,1,Manager,22375,0
28,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,3,Single,2,0,3,1,0,Manager,20253,0
24,Company Invited,1,15,Salaried,Male,2,4,Basic,4,Married,2,0,5,0,1,Executive,17694,0
40,Self Enquiry,3,15,Small Business,Male,2,3,Deluxe,5,Married,1,0,3,1,1,Manager,20473,0
37,Company Invited,3,15,Salaried,Male,4,5,Standard,5,Unmarried,3,0,1,0,1,Senior Manager,26265,0
41,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Married,2,0,5,1,1,Executive,17289,0
41,Self Enquiry,3,15,Salaried,Male,3,3,Standard,3,Married,4,1,1,0,1,Senior Manager,23189,0
30,Company Invited,1,15,Small Business,Male,3,3,Deluxe,5,Married,2,0,2,0,1,Manager,18072,0
45,Self Enquiry,1,15,Salaried,Male,4,2,Basic,3,Married,4,1,3,1,1,Executive,21496,0
41,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Divorced,3,0,2,0,2,Executive,17238,0
43,Company Invited,1,15,Small Business,Male,3,3,Deluxe,3,Married,4,1,3,1,0,Manager,20679,0
50,Self Enquiry,3,15,Large Business,Male,3,5,Super Deluxe,4,Divorced,8,0,4,1,1,AVP,31798,0
28,Company Invited,1,15,Salaried,Male,3,6,Basic,3,Married,3,0,1,1,2,Executive,23299,0
39,Company Invited,1,15,Salaried,Male,3,3,Deluxe,4,Unmarried,21,0,2,1,0,Manager,21782,0
50,Company Invited,1,15,Salaried,Male,4,5,Deluxe,4,Married,3,0,1,0,1,Manager,23808,0
31,Self Enquiry,1,15,Salaried,Male,2,3,Standard,4,Married,2,0,3,1,1,Senior Manager,25648,0
30,Self Enquiry,1,15,Small Business,Male,2,4,Basic,3,Single,2,0,4,0,1,Executive,17206,0
45,Self Enquiry,1,15,Salaried,Male,2,3,Deluxe,4,Married,1,0,4,1,0,Manager,17348,0
45,Self Enquiry,3,15,Small Business,Male,3,3,Standard,5,Married,5,1,1,0,0,Senior Manager,25761,0
38,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Divorced,1,0,4,0,0,Executive,17899,0
30,Self Enquiry,1,15,Small Business,Male,2,4,Basic,3,Single,2,0,4,1,1,Executive,17206,0
32,Self Enquiry,3,15,Salaried,Male,3,4,Standard,3,Married,3,0,3,1,1,Senior Manager,29471,0
34,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,3,Married,2,0,2,1,2,Manager,25782,0
41,Company Invited,1,15,Small Business,Male,3,3,King,3,Married,3,0,4,0,2,VP,34419,0
36,Self Enquiry,1,15,Small Business,Male,2,4,Deluxe,4,Married,3,1,4,1,0,Manager,23847,0
34,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,3,Married,2,0,1,0,1,Manager,25782,0
43,Self Enquiry,1,15,Salaried,Male,3,4,Basic,3,Unmarried,6,0,1,1,2,Executive,22646,0
37,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Married,6,0,3,1,1,Manager,23757,0
51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Married,2,0,1,0,2,Executive,22553,0
21,Company Invited,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,4,1,0,Executive,17610,0
27,Company Invited,1,15,Small Business,Male,2,3,Basic,4,Married,7,0,3,0,0,Executive,17024,0
33,Self Enquiry,1,15,Small Business,Male,2,3,Basic,3,Married,1,0,1,0,1,Executive,17781,0
56,Company Invited,1,15,Small Business,Male,3,5,Super Deluxe,4,Married,3,1,3,1,2,AVP,32255,0
26,Self Enquiry,3,15,Salaried,Male,3,2,Deluxe,4,Married,2,0,4,1,1,Manager,23529,0
26,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,4,0,1,Manager,23529,0
56,Self Enquiry,1,15,Small Business,Male,2,3,Super Deluxe,3,Married,1,0,4,0,0,AVP,26103,0
50,Company Invited,1,15,Salaried,Male,4,5,Deluxe,4,Divorced,3,0,3,1,3,Manager,23808,0
50,Self Enquiry,3,15,Large Business,Male,3,5,Super Deluxe,4,Married,8,0,4,1,2,AVP,31798,0
31,Self Enquiry,1,15,Salaried,Male,2,4,Basic,4,Single,1,1,3,1,0,Executive,17657,0
41,Company Invited,1,15,Small Business,Male,3,3,King,3,Married,3,0,4,1,2,VP,34419,0
51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Divorced,2,0,2,1,1,Executive,22553,0
28,Company Invited,3,15,Salaried,Male,3,4,Standard,3,Unmarried,3,0,2,1,1,Senior Manager,27404,0
29,Self Enquiry,2,15,Small Business,Male,4,5,Basic,3,Married,3,0,1,1,1,Executive,23614,0
35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,2,1,2,Manager,21540,0
23,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Married,3,0,1,0,2,Executive,21129,0
36,Self Enquiry,1,15,Small Business,Male,2,4,Deluxe,4,Married,3,1,4,0,1,Manager,23847,0
45,Self Enquiry,1,15,Salaried,Male,4,2,Basic,3,Divorced,4,1,3,1,3,Executive,21496,0
34,Self Enquiry,3,15,Salaried,Male,3,4,Deluxe,5,Married,4,0,5,1,1,Manager,25070,0
34,Self Enquiry,1,15,Salaried,Male,3,2,Basic,5,Married,8,0,3,1,2,Executive,21821,0
51,Self Enquiry,1,15,Salaried,Male,3,3,Basic,3,Divorced,4,0,3,1,0,Executive,17075,0
39,Company Invited,1,15,Salaried,Male,3,3,Deluxe,4,Unmarried,1,0,1,1,0,Manager,21782,0
35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,1,0,1,Manager,21540,0
30,Self Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Divorced,1,1,3,1,1,Manager,21347,0
54,Self Enquiry,3,15,Small Business,Male,4,4,Super Deluxe,3,Divorced,7,0,3,0,3,AVP,30514,0
23,Self Enquiry,1,15,Small Business,Male,2,3,Basic,5,Divorced,2,0,3,0,1,Executive,17500,0
45,Self Enquiry,3,15,Small Business,Male,3,3,Standard,5,Married,5,1,2,1,0,Senior Manager,25761,0
20,Self Enquiry,3,15,Salaried,Male,2,3,Basic,5,Single,2,0,1,0,1,Executive,17728,0
43,Company Invited,1,15,Small Business,Male,3,3,Deluxe,3,Married,4,1,3,1,2,Manager,20679,0
37,Company Invited,3,15,Salaried,Male,4,5,Standard,5,Unmarried,3,0,2,0,3,Senior Manager,26265,0
43,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,4,Married,2,0,3,1,1,Manager,25503,0
37,Company Invited,3,15,Small Business,Male,3,3,Standard,4,Married,2,0,2,1,0,Senior Manager,23834,0
41,Company Invited,1,15,Salaried,Male,4,4,Deluxe,3,Married,5,1,3,1,2,Manager,22747,0
44,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Married,2,1,3,1,0,Executive,17559,0
44,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Divorced,2,1,3,1,0,Executive,17559,0
35,Self Enquiry,1,15,Small Business,Male,2,3,Deluxe,3,Single,2,0,4,0,1,Manager,20098,0
43,Company Invited,1,15,Salaried,Male,2,3,Basic,3,Single,5,0,3,0,1,Executive,17438,0
23,Self Enquiry,1,15,Small Business,Male,2,3,Basic,5,Married,2,0,3,1,0,Executive,17500,0
41,Company Invited,1,15,Small Business,Male,3,5,Standard,4,Married,4,0,1,1,2,Senior Manager,32435,0
46,Self Enquiry,1,14,Small Business,Female,3,4,Basic,3,Married,6,1,3,0,2,Executive,23155,0
55,Self Enquiry,1,14,Small Business,Female,2,3,Super Deluxe,3,Married,3,1,3,1,1,AVP,29756,0
32,Self Enquiry,3,14,Large Business,Female,3,4,Deluxe,4,Divorced,2,1,2,1,0,Manager,20228,0
38,Company Invited,1,14,Small Business,Female,2,4,Deluxe,4,Married,2,1,1,1,0,Manager,17133,0
32,Self Enquiry,1,14,Small Business,Female,3,4,Deluxe,5,Married,3,0,1,1,1,Manager,22984,0
34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,1,1,Manager,21142,0
54,Self Enquiry,3,14,Small Business,Female,4,5,Standard,3,Divorced,2,1,2,0,1,Senior Manager,29612,0
45,Self Enquiry,1,14,Small Business,Female,3,5,Standard,3,Divorced,5,0,4,1,1,Senior Manager,28926,0
49,Self Enquiry,1,14,Salaried,Female,2,3,Standard,4,Married,5,0,4,0,1,Senior Manager,22403,0
35,Company Invited,3,14,Small Business,Female,3,4,Standard,3,Divorced,5,1,5,1,2,Senior Manager,25377,0
32,Company Invited,1,14,Salaried,Female,3,5,Standard,3,Married,3,0,1,1,1,Senior Manager,27621,0
35,Self Enquiry,1,14,Salaried,Female,3,4,Standard,4,Single,2,0,3,1,1,Senior Manager,30672,0
36,Company Invited,1,14,Salaried,Female,3,1,Standard,5,Married,1,0,3,0,1,Senior Manager,26713,0
49,Self Enquiry,1,14,Salaried,Female,2,3,Standard,4,Divorced,5,0,4,0,0,Senior Manager,22403,0
30,Self Enquiry,1,14,Small Business,Female,4,5,Basic,3,Married,8,0,5,1,2,Executive,21210,0
33,Company Invited,3,14,Salaried,Female,2,4,Basic,3,Single,1,0,1,0,1,Executive,17342,0
28,Self Enquiry,1,14,Salaried,Female,3,3,Basic,3,Single,2,0,4,0,1,Executive,18310,0
55,Self Enquiry,1,14,Small Business,Female,4,4,Deluxe,3,Married,6,0,3,1,2,Manager,25532,0
44,Self Enquiry,1,14,Salaried,Female,3,4,Standard,5,Divorced,2,0,5,1,1,Senior Manager,28663,0
52,Self Enquiry,1,14,Salaried,Female,2,3,Basic,5,Divorced,1,0,1,1,1,Executive,17950,0
30,Self Enquiry,1,14,Salaried,Female,3,1,Standard,5,Divorced,1,1,2,0,2,Senior Manager,26416,0
32,Self Enquiry,1,14,Small Business,Female,3,1,Deluxe,3,Divorced,6,0,3,1,2,Manager,20175,0
47,Company Invited,1,14,Small Business,Female,2,4,Deluxe,3,Married,4,0,5,1,1,Manager,23936,0
45,Self Enquiry,1,14,Small Business,Female,3,5,Standard,3,Married,5,0,4,0,1,Senior Manager,28926,0
34,Self Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,1,Manager,20121,0
34,Self Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,0,Manager,20121,0
36,Company Invited,1,14,Salaried,Female,3,2,Standard,5,Divorced,1,0,3,0,0,Senior Manager,26713,0
25,Self Enquiry,3,14,Salaried,Female,2,3,Deluxe,3,Married,1,1,1,1,1,Manager,19907,0
42,Self Enquiry,1,14,Large Business,Female,3,2,Basic,3,Divorced,3,0,3,1,2,Executive,22054,0
32,Company Invited,3,14,Small Business,Female,4,4,Standard,5,Married,4,0,1,1,3,Senior Manager,28315,0
43,Self Enquiry,1,14,Small Business,Female,4,2,Deluxe,4,Divorced,8,1,1,0,1,Manager,21050,0
40,Self Enquiry,1,14,Salaried,Female,3,3,Deluxe,5,Married,3,1,1,0,0,Manager,21516,0
35,Self Enquiry,1,14,Salaried,Female,3,4,Standard,4,Single,2,0,5,0,1,Senior Manager,30672,0
54,Self Enquiry,3,14,Small Business,Female,4,5,Standard,3,Married,2,1,1,0,2,Senior Manager,29612,0
47,Company Invited,1,14,Small Business,Female,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,23936,0
31,Self Enquiry,2,14,Small Business,Female,3,1,Basic,4,Single,1,0,1,0,2,Executive,17109,0
35,Self Enquiry,3,14,Salaried,Female,3,3,Basic,3,Married,2,0,3,1,2,Executive,17572,0
61,Self Enquiry,1,14,Salaried,Female,3,4,King,5,Married,7,0,5,1,1,VP,38244,0
36,Self Enquiry,3,14,Salaried,Female,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,23882,0
32,Self Enquiry,1,14,Small Business,Female,3,4,Deluxe,5,Divorced,3,0,2,1,1,Manager,22984,0
32,Self Enquiry,1,14,Small Business,Female,3,1,Deluxe,3,Married,6,0,3,1,2,Manager,20175,0
27,Self Enquiry,3,14,Small Business,Female,2,3,Deluxe,4,Married,2,0,1,0,1,Manager,21214,0
37,Company Invited,3,14,Small Business,Female,3,2,Deluxe,5,Divorced,4,0,1,1,1,Manager,23317,0
34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,0,1,Manager,21142,0
31,Self Enquiry,1,14,Salaried,Female,3,3,Super Deluxe,4,Single,4,0,1,1,0,AVP,31422,0
35,Company Invited,3,14,Small Business,Female,3,4,Standard,3,Married,5,1,5,1,2,Senior Manager,25377,0
29,Self Enquiry,1,14,Salaried,Female,2,5,Deluxe,5,Married,4,0,1,0,0,Manager,24715,0
36,Self Enquiry,1,14,Large Business,Female,2,3,Standard,3,Married,2,0,4,1,1,Senior Manager,25096,0
55,Self Enquiry,1,14,Small Business,Female,2,3,Super Deluxe,3,Married,3,1,3,0,1,AVP,29756,0
39,Self Enquiry,3,14,Small Business,Female,3,2,Deluxe,5,Married,3,1,3,1,2,Manager,24283,0
37,Self Enquiry,1,14,Salaried,Male,4,4,Basic,3,Unmarried,4,0,3,0,3,Executive,23356,0
34,Company Invited,3,14,Small Business,Male,3,4,Deluxe,5,Divorced,2,0,3,0,1,Manager,23051,0
37,Self Enquiry,1,14,Salaried,Male,4,4,Basic,3,Unmarried,4,0,3,1,3,Executive,23356,0
57,Self Enquiry,1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,1,0,1,Senior Manager,25938,0
35,Self Enquiry,1,14,Salaried,Male,2,1,Basic,3,Married,2,0,5,1,1,Executive,17269,0
46,Self Enquiry,1,14,Salaried,Male,3,4,Standard,5,Married,4,0,3,1,2,Senior Manager,28402,0
36,Self Enquiry,2,14,Salaried,Male,3,4,Basic,5,Married,1,0,1,0,1,Executive,17342,0
32,Self Enquiry,3,14,Small Business,Male,2,1,Deluxe,3,Divorced,2,0,5,0,0,Manager,21209,0
36,Company Invited,3,14,Salaried,Male,3,4,Standard,5,Unmarried,2,0,1,0,0,Senior Manager,22587,0
36,Self Enquiry,1,14,Salaried,Male,4,5,Basic,3,Married,3,0,3,1,1,Executive,21368,0
32,Self Enquiry,3,14,Salaried,Male,3,5,Basic,3,Divorced,5,0,4,1,2,Executive,21007,0
36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,0,Manager,20079,0
27,Company Invited,3,14,Salaried,Male,2,3,Standard,3,Unmarried,2,0,2,1,0,Senior Manager,23726,0
30,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,1,3,0,1,Manager,25301,0
38,Self Enquiry,1,14,Small Business,Male,2,4,Standard,3,Single,6,0,1,0,1,Senior Manager,32342,0
51,Self Enquiry,1,14,Salaried,Male,2,4,Standard,4,Married,6,0,3,1,1,Senior Manager,27490,0
32,Self Enquiry,3,14,Small Business,Male,4,4,Deluxe,3,Married,6,0,2,0,1,Manager,26225,0
33,Self Enquiry,3,14,Salaried,Male,4,5,Deluxe,3,Divorced,3,0,3,1,3,Manager,24162,0
32,Self Enquiry,3,14,Salaried,Male,3,5,Standard,3,Married,2,0,3,1,1,Senior Manager,30235,0
50,Self Enquiry,1,14,Salaried,Male,3,5,Standard,3,Single,2,0,1,1,1,Senior Manager,29643,0
33,Self Enquiry,1,14,Salaried,Male,2,1,Basic,5,Married,7,0,3,1,1,Executive,18143,0
36,Self Enquiry,2,14,Salaried,Male,3,4,Basic,5,Divorced,1,0,2,1,2,Executive,17342,0
36,Self Enquiry,1,14,Salaried,Male,3,4,Standard,3,Single,5,0,3,0,2,Senior Manager,28899,0
35,Self Enquiry,1,14,Small Business,Male,3,4,Basic,3,Unmarried,3,0,1,0,2,Executive,21650,0
36,Company Invited,3,14,Salaried,Male,3,4,Standard,5,Unmarried,2,0,2,0,2,Senior Manager,22587,0
29,Self Enquiry,1,14,Small Business,Male,3,4,Deluxe,3,Married,2,1,3,1,1,Manager,20056,0
36,Self Enquiry,1,14,Salaried,Male,3,4,Standard,3,Single,5,0,3,0,1,Senior Manager,28899,0
33,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,3,Married,1,0,2,1,1,Manager,22104,0
34,Self Enquiry,1,14,Small Business,Male,3,4,Standard,3,Married,2,0,4,1,1,Senior Manager,30369,0
57,Self Enquiry,1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,2,0,1,Senior Manager,25938,0
33,Self Enquiry,1,14,Salaried,Male,3,3,Deluxe,3,Unmarried,3,1,3,0,2,Manager,21388,0
38,Self Enquiry,1,14,Small Business,Male,4,4,Deluxe,5,Married,7,1,3,0,1,Manager,22962,0
30,Self Enquiry,1,14,Salaried,Male,3,4,Basic,5,Single,5,0,4,0,1,Executive,20740,0
32,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,5,0,3,0,2,Manager,24593,0
31,Self Enquiry,3,14,Salaried,Male,2,3,Standard,3,Married,2,0,3,1,0,Senior Manager,25793,0
42,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,4,Divorced,1,0,3,0,1,Manager,21825,0
50,Self Enquiry,1,14,Salaried,Male,3,4,Standard,4,Married,5,0,4,0,2,Senior Manager,29144,0
27,Company Invited,1,14,Small Business,Male,4,4,Basic,3,Single,3,0,4,1,3,Executive,21248,0
49,Self Enquiry,3,14,Large Business,Male,2,4,Super Deluxe,4,Divorced,7,0,4,1,0,AVP,28120,0
32,Self Enquiry,3,14,Small Business,Male,4,4,Deluxe,3,Married,6,0,1,0,1,Manager,26225,0
33,Self Enquiry,3,14,Salaried,Male,2,3,Deluxe,5,Married,3,0,5,1,0,Manager,21392,0
38,Self Enquiry,1,14,Small Business,Male,2,4,Standard,3,Single,6,0,2,0,1,Senior Manager,32342,0
32,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,5,0,3,1,1,Manager,24593,0
35,Self Enquiry,1,14,Salaried,Male,2,2,Basic,3,Divorced,2,0,5,1,1,Executive,17269,0
36,Self Enquiry,3,14,Salaried,Male,4,4,Basic,3,Divorced,3,0,3,1,1,Executive,21082,0
33,Company Invited,1,14,Salaried,Male,4,3,Basic,4,Divorced,3,0,2,0,2,Executive,21472,0
47,Self Enquiry,1,14,Small Business,Male,4,4,Standard,3,Married,8,0,1,1,2,Senior Manager,29523,0
29,Company Invited,3,14,Salaried,Male,3,4,Deluxe,5,Unmarried,2,0,3,1,2,Manager,23576,0
30,Self Enquiry,3,14,Salaried,Male,3,3,Standard,3,Married,6,0,3,1,0,Senior Manager,22264,0
35,Self Enquiry,3,14,Large Business,Male,3,4,Basic,3,Married,2,1,1,0,2,Executive,20986,0
46,Company Invited,1,14,Salaried,Male,4,3,Deluxe,3,Divorced,6,0,2,0,3,Manager,25112,0
32,Self Enquiry,3,14,Large Business,Male,4,3,Deluxe,3,Divorced,6,0,2,1,1,Manager,25607,0
22,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Divorced,2,0,2,1,0,Executive,17451,0
22,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,0,1,0,1,Executive,17451,0
46,Company Invited,1,14,Salaried,Male,4,4,Standard,5,Married,3,0,2,1,3,Senior Manager,23888,0
34,Self Enquiry,3,14,Large Business,Male,3,1,Deluxe,3,Married,2,0,1,0,2,Manager,21799,0
33,Self Enquiry,3,14,Salaried,Male,4,5,Deluxe,3,Married,3,0,3,1,1,Manager,24162,0
31,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,2,0,2,1,1,Executive,21661,0
27,Self Enquiry,1,14,Salaried,Male,4,2,Basic,5,Unmarried,2,0,1,1,1,Executive,22256,0
55,Company Invited,1,14,Small Business,Male,2,4,Super Deluxe,4,Married,2,1,3,1,1,AVP,28577,0
37,Self Enquiry,1,14,Salaried,Male,4,4,Basic,4,Single,4,0,1,0,3,Executive,20691,0
31,Self Enquiry,1,14,Small Business,Male,3,5,Basic,4,Married,3,0,5,0,1,Executive,20819,0
44,Self Enquiry,1,14,Salaried,Male,3,1,Basic,3,Married,3,1,3,1,0,Executive,17818,0
53,Self Enquiry,3,14,Small Business,Male,3,3,Super Deluxe,3,Divorced,6,0,3,0,2,AVP,26836,0
44,Company Invited,1,14,Small Business,Male,3,2,Basic,3,Married,6,0,4,1,1,Executive,20767,0
46,Company Invited,1,14,Salaried,Male,4,4,Standard,5,Married,3,0,1,1,1,Senior Manager,23888,0
47,Self Enquiry,1,14,Small Business,Male,4,4,Standard,3,Married,8,0,2,0,3,Senior Manager,29523,0
31,Self Enquiry,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,22169,0
33,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,3,Married,1,0,1,0,0,Manager,22104,0
49,Company Invited,1,14,Salaried,Male,3,4,Deluxe,4,Divorced,2,0,3,1,2,Manager,20130,0
44,Self Enquiry,1,14,Salaried,Male,3,1,Basic,3,Divorced,3,1,3,1,2,Executive,17818,0
34,Self Enquiry,1,14,Small Business,Male,3,4,Standard,3,Divorced,2,0,4,0,1,Senior Manager,30369,0
42,Company Invited,1,14,Salaried,Male,3,3,King,3,Married,2,0,5,1,1,VP,33430,0
29,Self Enquiry,1,14,Small Business,Male,3,4,Deluxe,3,Divorced,2,1,3,0,0,Manager,20056,0
34,Company Invited,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,24646,0
27,Company Invited,3,14,Salaried,Male,2,3,Standard,3,Unmarried,2,0,1,1,0,Senior Manager,23726,0
42,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,4,Married,1,0,3,1,0,Manager,21825,0
32,Self Enquiry,3,14,Large Business,Male,4,2,Deluxe,3,Married,6,0,1,1,2,Manager,25607,0
50,Self Enquiry,1,14,Salaried,Male,3,5,Standard,3,Single,2,0,2,1,2,Senior Manager,29643,0
49,Self Enquiry,3,14,Small Business,Male,4,4,Deluxe,5,Married,6,0,4,1,2,Manager,24164,0
36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,1,Manager,20079,0
51,Self Enquiry,1,14,Salaried,Male,2,4,Standard,4,Divorced,6,0,3,1,1,Senior Manager,27490,0
39,Company Invited,1,14,Salaried,Male,3,2,Basic,3,Married,3,0,3,0,1,Executive,21288,0
49,Self Enquiry,3,14,Large Business,Male,2,4,Super Deluxe,4,Married,7,0,4,1,1,AVP,28120,0
44,Company Invited,1,14,Small Business,Male,3,3,Basic,3,Married,6,0,4,0,2,Executive,20767,0
54,Self Enquiry,1,14,Salaried,Male,3,3,Super Deluxe,3,Divorced,5,0,2,0,1,AVP,33492,0
31,Self Enquiry,1,13,Small Business,Female,2,3,Standard,3,Unmarried,2,1,4,1,1,Senior Manager,22143,0
60,Self Enquiry,1,13,Salaried,Female,2,3,King,5,Married,6,0,5,1,0,VP,34566,0
35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,1,1,Manager,23183,0
35,Self Enquiry,3,13,Salaried,Female,2,3,Deluxe,3,Married,2,1,4,1,1,Manager,20204,0
42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,2,0,2,Senior Manager,32269,0
53,Self Enquiry,1,13,Small Business,Female,2,3,King,3,Married,4,0,2,1,0,VP,33606,0
29,Self Enquiry,1,13,Small Business,Female,3,4,Basic,3,Married,7,0,5,1,1,Executive,17532,0
50,Self Enquiry,1,13,Small Business,Female,2,4,King,3,Married,6,1,4,1,1,VP,33740,0
31,Company Invited,3,13,Small Business,Female,3,3,Standard,5,Married,3,0,1,1,2,Senior Manager,24637,0
27,Self Enquiry,1,13,Salaried,Female,4,4,Basic,3,Divorced,3,1,2,0,1,Executive,21337,0
57,Company Invited,3,13,Salaried,Female,3,2,Super Deluxe,5,Married,2,0,3,1,1,AVP,31890,0
37,Self Enquiry,1,13,Salaried,Female,3,2,Basic,3,Married,5,0,1,0,1,Executive,21716,0
27,Self Enquiry,1,13,Salaried,Female,3,5,Basic,4,Divorced,3,0,3,1,1,Executive,21046,0
27,Self Enquiry,1,13,Salaried,Female,4,4,Basic,3,Married,3,1,1,0,2,Executive,21337,0
35,Self Enquiry,1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,0,1,Manager,23487,0
39,Company Invited,1,13,Small Business,Female,4,6,Deluxe,3,Married,2,1,1,0,3,Manager,24007,0
43,Self Enquiry,1,13,Salaried,Female,2,3,Standard,5,Divorced,1,0,5,1,0,Senior Manager,24985,0
35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,0,2,Manager,23183,0
43,Self Enquiry,1,13,Salaried,Female,2,3,Standard,5,Married,1,0,5,1,0,Senior Manager,24985,0
53,Self Enquiry,1,13,Small Business,Female,2,3,King,3,Married,4,0,1,1,1,VP,33606,0
42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,1,0,1,Senior Manager,32269,0
30,Self Enquiry,1,13,Small Business,Female,3,4,Basic,3,Married,3,0,3,0,2,Executive,21809,0
38,Self Enquiry,3,13,Small Business,Female,2,2,Deluxe,5,Married,2,1,3,0,0,Manager,20605,0
41,Self Enquiry,1,13,Salaried,Female,4,4,Super Deluxe,3,Single,2,0,5,1,1,AVP,31915,0
44,Self Enquiry,1,13,Small Business,Female,4,5,Deluxe,3,Unmarried,3,1,4,1,2,Manager,22759,0
27,Self Enquiry,1,13,Salaried,Female,3,5,Basic,4,Married,3,0,3,1,2,Executive,21046,0
31,Company Invited,1,13,Salaried,Female,2,4,Standard,3,Divorced,2,0,2,1,1,Senior Manager,23943,0
57,Company Invited,3,13,Salaried,Female,3,3,Super Deluxe,5,Divorced,2,0,3,1,1,AVP,31890,0
